id,date,district,locality,category,department,transcript,sentiment,sentiment_score,priority
554,2025-11-03,Thrissur,New Bypass,Transport,Transport Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Thrissur district, near New Bypass, the auto stand near New Bypass has overcharging issues that have continued for 6 days. Please get this resolved as soon as possible.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Negative,-0.75,High
555,2026-01-25,Kottayam,Ward 12,Education,Education Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Kottayam district, near Ward 12, we would like more computers at the Ward 12 government school. It would help if this could be addressed soon.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Your complaint has been registered with reference number generated. We will follow up shortly.",Neutral,0.09,Medium
556,2025-07-03,Palakkad,Civil Station Road,Internet Services,IT & Telecom Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I am calling regarding an issue in my area. In Palakkad district, near Civil Station Road, we are facing intermittent internet outages in Civil Station Road every evening. Please look into this when possible.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Neutral,0.01,Medium
557,2026-01-25,Alappuzha,New Bypass,Government Documentation,Revenue Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I have been trying to reach someone about this for a while. In Alappuzha district, near New Bypass, I wanted to know the documents required for a new birth certificate. Okay, thank you for clarifying.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Neutral,0.29,Low
558,2025-02-09,Thiruvananthapuram,Market Road,Roads,Public Works Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good afternoon, I want to bring an urgent issue to your notice. In Thiruvananthapuram district, near Market Road, the road in Market Road has been full of potholes for 8 days and vehicles keep getting damaged. Please get this resolved as soon as possible.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Negative,-0.39,High
559,2026-02-15,Idukki,Temple Junction,Internet Services,IT & Telecom Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Idukki district, near Temple Junction, the broadband exchange serving Temple Junction has been completely down for 2 days affecting work from home and online classes. This is an emergency, we need help right now.
Support Executive: Thank you for bringing this to our attention, I am registering this complaint.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Negative,-0.86,Critical
560,2025-06-12,Kannur,School Lane,Electricity,Electricity Board,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hello, I have been trying to reach someone about this for a while. In Kannur district, near School Lane, the meter reading at our School Lane residence appears to be incorrect. It would help if this could be addressed soon.
Support Executive: I see, this sounds serious. Let me record this immediately.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you for calling, this has been forwarded to the relevant department.",Neutral,-0.02,Medium
561,2026-03-18,Kozhikode,Beach Road,Waste Management,Municipal Corporation,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Kozhikode district, near Beach Road, the waste collection timing in Beach Road keeps changing without notice. It would help if this could be addressed soon.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Neutral,-0.02,Medium
562,2026-04-11,Thrissur,MG Road,Education,Education Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good afternoon, I want to bring an urgent issue to your notice. In Thrissur district, near MG Road, midday meal quality at the MG Road school has deteriorated and several children fell sick. Please get this resolved as soon as possible.
Support Executive: Noted. I will escalate this to the concerned department.
Citizen: Yes, please make sure this is followed up on.
Support Executive: Thank you, have a good day. We will update you on the progress.",Negative,-0.7,High
563,2025-01-15,Wayanad,Beach Road,Healthcare,Health Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Good morning, I would like to report a problem. In Wayanad district, near Beach Road, I want to raise a concern about cleanliness at the Beach Road health centre. Please look into this when possible.
Support Executive: I'm sorry to hear that, let me log this right away.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Neutral,-0.22,Medium
564,2025-06-11,Wayanad,Bus Stand area,Internet Services,IT & Telecom Department,"Support Executive: Thank you for calling the citizen helpline, how can I help you today?
Citizen: Hi, I need to register a complaint. In Wayanad district, near Bus Stand area, the public WiFi hotspot at Bus Stand area has not worked in 6 days. We have been waiting too long, kindly expedite this.
Support Executive: I understand your concern, let me note down the details.
Citizen: Yes, please make sure this is followed up on.
Support Executive: We have logged your request and someone will get back to you soon.",Negative,-0.48,High
